Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
JD Davison,23,HOU,PG,3,0,17,17.1,.581,.833,.333,0.0,0.0,0.0,16.7,2.9,5.7,0.0,16.8,0.0,0.0,0.1,.177,2.5,1.6,4.1,0.0,
Isaac Jones,25,SAC,PF,3,1,17,5.7,.521,.500,1.000,13.3,0.0,6.7,7.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,.079,-5.8,-2.3,-8.1,0.0,
Andrew Nembhard,26,IND,PG,1,1,17,-1.3,.296,.400,.800,0.0,6.4,2.9,29.6,0.0,0.0,22.8,20.7,-0.1,0.0,-0.1,-0.175,-9.4,-4.3,-13.7,0.0,
Jalen Pickett,26,DEN,SG,3,0,16,20.3,.672,.571,.143,7.4,6.5,7.0,27.4,0.0,0.0,11.8,22.1,0.1,0.0,0.1,.203,3.1,-1.0,2.1,0.0,
Eric Gordon,37,PHI,SG,2,0,16,15.4,1.000,.750,.000,0.0,0.0,0.0,0.0,3.0,0.0,20.0,12.8,0.0,0.0,0.0,.100,2.7,0.1,2.8,0.0,
Joan Beringer,19,MIN,PF,5,0,15,11.1,.667,.000,.000,7.8,30.0,19.1,0.0,0.0,0.0,0.0,8.7,0.0,0.0,0.0,.111,-2.8,-2.4,-5.2,0.0,
Spencer Jones,24,DEN,SF,4,0,15,-7.2,.333,.667,.000,7.9,0.0,3.7,0.0,6.3,0.0,57.1,19.6,-0.1,0.0,-0.1,-0.285,-17.2,-1.2,-18.4,-0.1,
Jared McCain,21,PHI,SG,1,0,15,-6.8,.000,.500,.000,0.0,7.6,3.7,15.1,0.0,0.0,0.0,11.0,-0.1,0.0,-0.1,-0.192,-12.3,-4.2,-16.4,-0.1,
N'Faly Dante,24,ATL,C,3,0,14,13.6,.338,.000,.250,23.6,29.9,26.8,0.0,6.7,0.0,18.4,16.4,0.0,0.0,0.0,.053,-4.1,-1.4,-5.5,0.0,
Lindy Waters III,28,SAS,SG,1,0,14,16.7,1.500,1.000,.000,0.0,8.1,4.2,0.0,0.0,0.0,0.0,6.1,0.0,0.0,0.1,.204,7.7,1.3,9.1,0.0,
Leonard Miller,22,MIN,SF,4,0,13,11.7,.600,.200,.000,0.0,26.0,13.2,0.0,3.7,0.0,16.7,20.1,0.0,0.0,0.0,.001,-7.5,0.3,-7.2,0.0,
Jeff Green,39,HOU,PF,3,0,13,28.7,1.125,1.000,.000,9.3,0.0,4.3,0.0,0.0,7.5,0.0,12.8,0.1,0.0,0.1,.305,12.9,0.6,13.5,0.1,
Gary Harris,31,MIL,SG,3,0,13,9.5,.333,.333,.000,8.8,8.3,8.6,18.2,3.6,0.0,0.0,9.9,0.0,0.0,0.0,.083,-5.0,2.0,-3.0,0.0,
Andre Jackson Jr.,24,MIL,SG,3,0,13,11.8,.000,.000,.000,8.8,0.0,4.3,16.7,7.2,0.0,0.0,3.3,0.0,0.0,0.0,.114,-0.8,4.7,3.9,0.0,
Bryce McGowens,23,NOP,SG,3,0,12,14.7,.532,.500,2.000,0.0,0.0,0.0,32.0,0.0,0.0,0.0,13.2,0.0,0.0,0.0,.131,1.1,-1.9,-0.8,0.0,
Mason Plumlee,35,CHO,C,3,0,12,6.1,1.000,.000,.000,0.0,27.0,14.2,10.5,0.0,0.0,50.0,6.9,0.0,0.0,0.0,.008,-5.2,0.7,-4.5,0.0,
Drake Powell,20,BRK,SG,2,0,12,11.5,1.000,.000,.000,0.0,20.2,9.3,12.8,4.0,0.0,33.3,10.4,0.0,0.0,0.0,.082,-7.9,3.6,-4.4,0.0,
Mark Sears,23,MIL,PG,2,0,12,8.7,.602,.500,1.500,0.0,0.0,0.0,0.0,0.0,0.0,13.1,27.3,0.0,0.0,0.0,.030,-3.5,-4.6,-8.1,0.0,
Jevon Carter,30,CHI,PG,1,0,12,0.6,.000,1.000,.000,0.0,0.0,0.0,18.2,0.0,0.0,0.0,3.5,0.0,0.0,0.0,.000,-7.2,-2.4,-9.6,0.0,
Anthony Gill,33,WAS,PF,4,0,11,17.2,.773,.000,.667,9.2,28.4,18.7,0.0,0.0,0.0,20.5,18.3,0.0,0.0,0.0,.107,-1.9,-2.2,-4.1,0.0,
Harrison Ingram,23,SAS,SF,3,0,11,21.3,.833,.333,.000,33.6,0.0,16.1,0.0,0.0,0.0,0.0,11.7,0.1,0.0,0.1,.300,6.9,-3.2,3.7,0.0,
David Jones García,24,SAS,SF,3,0,11,32.8,.541,.000,.429,22.4,10.3,16.1,73.8,0.0,0.0,0.0,32.4,0.1,0.0,0.1,.376,8.5,0.4,8.9,0.0,
Zeke Nnaji,25,DEN,PF,3,0,11,9.2,.615,.500,.500,10.8,0.0,5.1,12.1,0.0,0.0,17.0,22.4,0.0,0.0,0.0,.110,-9.1,-1.8,-10.8,0.0,
Ron Harper Jr.,25,BOS,SF,2,0,11,5.8,.200,.800,.000,9.6,20.5,14.8,34.9,0.0,0.0,0.0,19.3,0.0,0.0,0.0,-0.054,-4.4,-1.8,-6.2,0.0,
Jahmir Young,25,MIA,PG,2,0,10,-1.0,.333,.333,.000,0.0,10.2,5.3,24.3,0.0,0.0,25.0,16.5,0.0,0.0,0.0,-0.118,-11.9,-2.8,-14.6,0.0,
E.J. Liddell,25,BRK,PF,2,0,9,22.7,.551,.800,.200,11.4,53.8,30.9,0.0,0.0,0.0,0.0,25.1,0.0,0.0,0.0,.137,6.2,-5.0,1.2,0.0,
Kobe Sanders,23,LAC,SG,2,0,9,6.1,.250,.250,.000,0.0,12.2,6.4,15.3,11.0,0.0,20.0,24.2,-0.1,0.0,0.0,-0.191,-13.6,3.4,-10.2,0.0,
Jahmyl Telfort,24,LAC,PF,2,0,9,-2.7,.000,1.000,.000,0.0,12.2,6.4,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,-0.120,-8.4,-4.5,-12.9,0.0,
Precious Achiuwa,26,SAC,C,1,0,9,21.0,1.000,.000,.000,12.6,25.2,18.9,0.0,0.0,10.1,33.3,14.2,0.0,0.0,0.0,.113,1.0,0.6,1.6,0.0,
Kelly Olynyk,34,SAS,C,1,0,9,26.6,1.000,.000,.000,27.4,25.2,26.2,52.6,0.0,0.0,33.3,14.3,0.1,0.0,0.1,.380,6.0,6.7,12.6,0.0,
Kevin Porter Jr.,25,MIL,PG,1,1,9,45.4,.850,.600,.400,0.0,0.0,0.0,37.8,5.2,0.0,0.0,28.0,0.1,0.0,0.1,.568,15.7,3.8,19.4,0.1,
Mohamed Diawara,20,NYK,SF,4,0,8,-5.0,.347,.000,1.000,0.0,15.0,6.8,16.8,0.0,0.0,25.8,19.9,0.0,0.0,0.0,-0.229,-15.1,-3.3,-18.4,0.0,
Riley Minix,25,SAS,SF,3,0,8,47.3,.750,.500,.000,15.4,14.2,14.7,35.1,6.1,0.0,0.0,32.2,0.1,0.0,0.1,.454,17.4,6.7,24.1,0.1,
Trey Jemison,26,NYK,C,1,0,8,6.2,,,,12.6,15.0,13.7,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.078,-0.6,-2.7,-3.3,0.0,
Cody Martin,30,IND,,1,0,8,10.3,.333,.667,.000,0.0,54.6,25.0,0.0,5.9,0.0,0.0,15.1,0.0,0.0,0.0,.038,-16.1,10.6,-5.6,0.0,
Pacome Dadiet,20,NYK,SG,3,0,7,5.7,,,,0.0,34.3,15.6,16.4,0.0,0.0,,0.0,0.0,0.0,0.0,.103,-6.9,2.5,-4.4,0.0,
Joe Ingles,38,MIN,SF,3,0,7,3.2,.000,1.000,.000,0.0,0.0,0.0,32.8,0.0,0.0,0.0,6.2,0.0,0.0,0.0,-0.040,-2.4,-2.1,-4.5,0.0,
Johnny Juzang,24,MIN,SG,3,0,7,7.0,.410,.750,.500,16.7,0.0,8.2,0.0,0.0,0.0,0.0,30.3,0.0,0.0,0.0,-0.067,-3.0,-8.2,-11.2,0.0,
Hunter Sallis,22,PHI,SG,3,0,7,0.0,1.000,.000,.000,0.0,16.3,8.0,19.3,0.0,0.0,66.7,17.6,0.0,0.0,0.0,-0.196,-10.9,-2.4,-13.3,0.0,
Chris Mañon,24,LAL,SG,2,0,7,-0.6,.000,1.000,.000,0.0,31.7,17.1,0.0,0.0,13.9,0.0,6.1,0.0,0.0,0.0,-0.054,-11.4,2.5,-8.9,0.0,
Hunter Tyson,25,DEN,PF,2,0,7,-3.3,.000,1.000,.000,0.0,74.7,39.7,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,-0.142,-15.0,-2.2,-17.2,0.0,
Amari Williams,24,BOS,PF,2,0,7,21.8,.500,.000,.000,15.1,16.1,15.5,19.6,7.1,0.0,0.0,12.1,0.0,0.0,0.0,.257,1.4,5.2,6.6,0.0,
Colby Jones,23,DET,SG,1,0,7,13.2,.333,.667,.000,0.0,58.5,29.5,39.2,0.0,0.0,0.0,17.4,0.0,0.0,0.0,.127,-3.2,4.6,1.4,0.0,
Bobi Klintman,22,DET,SF,1,0,7,25.0,.410,.000,.500,14.8,29.3,22.1,0.0,13.6,0.0,0.0,14.2,0.0,0.0,0.0,.222,2.6,11.3,14.0,0.0,
Johni Broome,23,PHI,PF,2,0,6,22.3,.400,.200,.000,36.8,0.0,18.7,30.2,0.0,0.0,0.0,34.2,0.0,0.0,0.0,.072,2.3,-7.5,-5.2,0.0,
Christian Koloko,25,LAL,C,2,0,6,-0.4,,,,0.0,18.5,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.027,-6.4,-1.7,-8.1,0.0,
Jacob Toppin,25,ATL,SF,2,0,6,3.1,.500,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0.0,0.0,0.0,-0.021,-7.8,-3.4,-11.2,0.0,
Tolu Smith,25,DET,PF,1,0,6,71.9,.777,.000,1.750,34.6,34.1,34.4,0.0,7.9,0.0,12.4,54.7,0.1,0.0,0.1,.686,28.3,8.3,36.5,0.1,
Hunter Dickinson,25,NOP,C,1,0,5,-11.3,.500,.000,.000,0.0,0.0,0.0,0.0,0.0,20.7,50.0,33.8,-0.1,0.0,-0.1,-0.546,-27.4,0.4,-27.0,0.0,
Tyson Etienne,26,BRK,PG,1,0,5,-7.3,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0,0.0,0.0,-0.242,-12.0,-6.9,-18.9,0.0,
Caleb Houstan,23,ATL,SF,3,0,4,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.001,-5.3,-3.2,-8.5,0.0,
Sharife Cooper,24,WAS,PG,2,0,4,-11.9,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10.3,0.0,0.0,0.0,-0.360,-14.4,-7.6,-22.0,0.0,
DaRon Holmes,23,DEN,PF,2,0,4,24.5,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,.214,9.9,1.0,10.9,0.0,
Koby Brea,23,PHO,SG,1,0,4,34.8,.694,.500,1.000,0.0,0.0,0.0,40.9,0.0,0.0,0.0,29.8,0.0,0.0,0.0,.438,6.4,-2.4,4.0,0.0,
Danny Wolf,21,BRK,PF,1,0,4,8.7,.000,.000,.000,0.0,30.3,13.9,61.1,0.0,0.0,0.0,10.4,0.0,0.0,0.0,-0.046,0.5,4.1,4.6,0.0,
Myron Gardner,24,MIA,SF,1,0,3,39.9,1.500,1.000,.000,0.0,34.1,17.7,56.6,0.0,0.0,0.0,13.8,0.0,0.0,0.0,.695,15.8,13.5,29.3,0.0,
Kyle Lowry,39,PHI,PG,1,0,3,63.4,1.500,1.000,.000,0.0,0.0,0.0,60.5,15.9,0.0,0.0,13.7,0.0,0.0,0.1,.865,27.2,21.8,49.0,0.0,
Thanasis Antetokounmpo,33,MIL,SF,1,0,2,-17.8,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,0.0,0.0,0.0,-0.536,-21.6,-14.1,-35.6,0.0,
Miles Kelly,23,DAL,PG,1,0,2,-31.2,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,21.2,0.0,0.0,0.0,-0.632,-26.0,-9.2,-35.2,0.0,
Orlando Robinson,25,ORL,C,1,0,2,-7.3,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.015,-17.8,-1.5,-19.3,0.0,
Nae'Qwan Tomlin,25,CLE,PF,1,0,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.009,-4.9,-2.6,-7.6,0.0,
Jamir Watkins,24,WAS,SG,1,0,0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0.0,
